AREA,N,20,5;PERIMETER,N,20,5;GEM_,N,11,0;GEM_ID,N,11,0;SHN,C,12;RAU,C,12;USE,N,2,0;KEY,C,8;GEN,C,50;DES,C,50
0.00212472684073006;0.19363357730051;192;192;0105453011;0105453011;6;01054011;Behrendorf;Landgemeinde (amtsangehörig)
0.00538817019793836;0.480352339629132;193;193;0105873137;0105873137;6;01058137;Rieseby;Landgemeinde (amtsangehörig)
0.00254287147771404;0.333596020915866;194;194;0105984098;0105984098;6;01059098;Nübel;Landgemeinde (amtsangehörig)
0.00185546969265443;0.289950636251903;195;195;1306114022;1306114022;6;13061022;Lohme;amtsangehörige Gemeinde
0.00641846906219423;0.553147012636227;196;196;1306100035;1306100035;6;13061035;Saßnitz;amtsfreie Stadt
0.00241229239101504;0.384495139405258;197;197;0105876082;0105876082;6;01058082;Holzdorf;Landgemeinde (amtsangehörig)
0.00292220856749736;0.442343178175651;198;198;1306114013;1306114013;6;13061013;Glowe;amtsangehörige Gemeinde
0.00127374017209769;0.15566862461506;199;199;0105453013;0105453013;6;01054013;Bondelum;Landgemeinde (amtsangehörig)
0.00216160714943636;0.248385370789482;200;200;0105964044;0105964044;6;01059044;Jübek;Landgemeinde (amtsangehörig)
0.00120711067868387;0.17414055600661;201;201;0105411002;0105411002;6;01054002;Ahrenshöft;Landgemeinde (amtsangehörig)
0.00395533208491727;0.37843281251313;202;202;1306114033;1306114033;6;13061033;Sagard;amtsangehörige Gemeinde
0.00346428011616262;0.312872550386714;203;203;0105984073;0105984073;6;01059073;Schaalby;Landgemeinde (amtsangehörig)
0.0045932087895737;0.363800917884648;204;204;0105876166;0105876166;6;01058166;Waabs;Landgemeinde (amtsangehörig)
0.000589871565016997;0.237888868322205;205;205;0105959062;0105959062;6;01059062;Neuberend;Landgemeinde (amtsangehörig)
0.00316586352100756;0.36777172230679;206;206;0105426043;0105426043;6;01054043;Hattstedtermarsch;Landgemeinde (amtsangehörig)
0.000794146870097379;0.186904614581115;207;207;0105426007;0105426007;6;01054007;Arlewatt;Landgemeinde (amtsangehörig)
0.00230654514051015;0.36662656489828;208;208;0105959057;0105959057;6;01059057;Lürschau;Landgemeinde (amtsangehörig)
0.00202816882895607;0.238688375017385;209;209;0105453057;0105453057;6;01054057;Immenstedt;Landgemeinde (amtsangehörig)
0.00137577914079301;0.207141859392327;210;210;0105426097;0105426097;6;01054097;Olderup;Landgemeinde (amtsangehörig)
0.00143878074674453;0.220802434360296;211;211;0105984016;0105984016;6;01059016;Brodersby;Landgemeinde (amtsangehörig)
0.00518842824681953;0.522957736974919;212;212;1306113041;1306113041;6;13061041;Trent;amtsangehörige Gemeinde
0.00301422775726734;0.3215801150248;213;213;0105964092;0105964092;6;01059092;Treia;Landgemeinde (amtsangehörig)
0.00510252740389636;0.419200805663478;214;214;0105459103;0105459103;6;01054103;Pellworm;Landgemeinde (amtsangehörig)
0.00416197733797485;0.350935853594847;215;215;0105873090;0105873090;6;01058090;Kosel;Landgemeinde (amtsangehörig)
0.000428364022644623;0.148932000618503;216;216;0105984033;0105984033;6;01059033;Goltoft;Landgemeinde (amtsangehörig)
0.0014047904897761;0.19262397835272;217;217;0105453003;0105453003;6;01054003;Ahrenviöl;Landgemeinde (amtsangehörig)
0.00101268100467755;0.142565816878937;218;218;0105453004;0105453004;6;01054004;Ahrenviölfeld;Landgemeinde (amtsangehörig)
0.00337023878908393;0.371940852350211;219;219;0105900075;0105900075;6;01059075;Schleswig;Stadt (kreisangehörig)
0.00162315241654909;0.184034599423559;220;220;0105426052;0105426052;6;01054052;Horstedt;Landgemeinde (amtsangehörig)
0.00182092073341211;0.294500569182605;221;221;0105882099;0105882099;6;01058099;Loose;Landgemeinde (amtsangehörig)
0.00331826966971449;0.321880396520884;222;222;0105959077;0105959077;6;01059077;Schuby;Landgemeinde (amtsangehörig)
0.00332792031706324;0.479569256778981;223;223;1306113024;1306113024;6;13061024;Neuenkirchen;amtsangehörige Gemeinde
0.00810196137371877;0.543854179669439;224;224;0105519045;0105519045;6;01055045;Westfehmarn;Landgemeinde (amtsangehörig)
0.000972558961328529;0.140766794722854;225;225;0105426042;0105426042;6;01054042;Hattstedt;Landgemeinde (amtsangehörig)
0.000232870448131361;0.124462738181332;226;226;0105426162;0105426162;6;01054162;Wobbenbüll;Landgemeinde (amtsangehörig)
